New_Conversation,Tweet_ID,full_text
8209,1189124457081778176,@GalacticRAVE My apologies for the inconvenience caused! I can confirm that personnel shortages at our catering service provider led to this. Feel free to file a complaint for compensation via https://t.co/pviMUec5rh. /Lolo
12474,1144061524174090240,@lufthansa @luka7doncic Mr. Doncic to you sir.
1112,1240920030281371648,"@Caro_Bxl Sorry to hear that your flight was cancelled, Caroline. Please contact my colleagues in the Service Center for assistance: https://t.co/eRWyrKTFGQ. Since the lines are very busy, I recommend calling in short, regular intervals. Thank you. /Lua"
7206,1194563707004751874,"@keithsbrown69 Hello Keith, that is the case if both passengers have the same baggage allowance. Please feel free to send me the booking codes along with the passenger names via DM; I will then ask my colleagues to have a look. Thank you. /Lua https://t.co/8mYzRJlA1d"
5837,1213833759293935616,@musclebearintr2 Please try to contact the Service Center again to verify ysour booking details: https://t.co/tXXaeaMGbC. We have no access to the booking system via Social Media. /Sam
8620,1178693766049386504,@AbirGhattas Sincerest apologies for the inconvenience caused by the weather situation. Please DM me your reference number for the delayed luggage and I will try my best to assist from here. /Ella
8814,1178110450736742402,@lufthansa You can easily contact them because this is emergency
5149,1221203932996952064,@dejavu_dude26 @Lufthansa_DE as our colleagues at Lost &amp; Found examine the incoming items very carefully. Crossing my fingers you will receive a positive response as soon as possible. 2/2 /Yazz
3435,1237032950543368192,"@lufthansa I want a refund because Lufthansa cancelled the flight. The chatbox does not understand that and refers to a refund website. But it does not allow me to cancel because Lufthansa has already checked me in on a later flight, which I do not want to."
6473,1204696567636275201,@lufthansa if I can’t make a flight is there a way to tell you and cancel?
7264,1194143919753306112,"@ventsixx I recommend contacting Technical Support, my colleagues will be happy to assist you with that: https://t.co/3z9fNbxxcj (Help with https://t.co/Ne1bKLJj0A and the mobile app). /Lua"
9099,1174692581042720769,@mihaescunela Sorry to hear that you have not received any response. Please reach out to AeroMexico for updates and information. /Ella
4902,1224175625914789890,@NinaBuchmann6 @Lufthansa_USA Hi Nina. I am terrible sorry to hear that. I can imagine how distressed you must feel. Did you confirm with the baggage claim office at the airport their number? I kindly ask you to stick with this department. Do they already know the identity of the passenger who took your 1/2
5176,1221275178639822850,"@lufthansa when I book a business class ticket, will you help me by putting me into a row 1 seat otherwise at 200cm tall, my legs don’t fit in the other rows."
9384,1171299108998529024,"@D_Givens_ Hi, I just answered your DM, please have a look. Thank you.  /Lua"
14090,1132948692384866306,A taste of home @lufthansa #senator #lounge @Airport_FRA Spargel Suppe mit backerbsen 🤩 https://t.co/DCbFBpPeX9
4582,1227154798862045184,"@LawTop20 Sorry to hear that our Business Class on short and medium-haul routes doesn't meet your expectations. If you want to file an official complaint, kindly use our feedback form: https://t.co/pviMUec5rh. /John"
6494,1204720733969977345,Lufthansa offers selected meals and drinks on board in all travel classes so that you can enjoy culinary delights. More about the menus in all travel classes at https://t.co/137tFccRWC #Lufthansa #Boardservice https://t.co/G7hhFVtg8c
5976,1211471355385929731,"@BigBallerChuck Hello Chuckie, sorry to hear! Accommodation can only be organised at the airport. Please inform your family to approach our staff at the airport counter. For information in regards to the booking, please reach out to our Service Center https://t.co/tXXaeaMGbC. /Susi"
1697,1239809327281684481,"Hey @lufthansa! If I book an Economy Light ticket MUC-Stockholm for June and need to reschedule because of C-19, is that possible? We would only change of Sweden becomes declared a risk area or decides to ban flights from DE. Thanks!"
8868,1177470320552235008,"@yaseminwrites Thank you, Yasemin. You should next receive a Feedback ID, which means that your case was succesfully registered. My colleagues will then get back to you as soon as possible. /Lua"
13435,1138097778473807872,@lufthansa Thanks for the swift reply. Is there any possibility of an A320N or A321?
3571,1236433061249781765,@lufthansa Is there a number I can call from the uk that won’t charge me?
